run,type,module,name,attrname,attrvalue,value
C2CEpidemic-0-20200622-22:36:53-4551,runattr,,,configname,C2CEpidemic,
C2CEpidemic-0-20200622-22:36:53-4551,runattr,,,datetime,20200622-22:36:53,
C2CEpidemic-0-20200622-22:36:53-4551,runattr,,,experiment,C2CEpidemic,
C2CEpidemic-0-20200622-22:36:53-4551,runattr,,,inifile,omnetpp.ini,
C2CEpidemic-0-20200622-22:36:53-4551,runattr,,,iterationvars,,
C2CEpidemic-0-20200622-22:36:53-4551,runattr,,,iterationvarsf,,
C2CEpidemic-0-20200622-22:36:53-4551,runattr,,,measurement,,
C2CEpidemic-0-20200622-22:36:53-4551,runattr,,,network,ned.Network,
C2CEpidemic-0-20200622-22:36:53-4551,runattr,,,processid,4551,
C2CEpidemic-0-20200622-22:36:53-4551,runattr,,,repetition,0,
C2CEpidemic-0-20200622-22:36:53-4551,runattr,,,replication,#0,
C2CEpidemic-0-20200622-22:36:53-4551,runattr,,,resultdir,results,
C2CEpidemic-0-20200622-22:36:53-4551,runattr,,,runnumber,0,
C2CEpidemic-0-20200622-22:36:53-4551,runattr,,,seedset,0,
C2CEpidemic-0-20200622-22:36:53-4551,param,,,**.**.applType,"""C2C_Epidemic""",
C2CEpidemic-0-20200622-22:36:53-4551,param,,,.V[*].appl.speed,22mps,
C2CEpidemic-0-20200622-22:36:53-4551,param,,,*.V[*].appl.plist_Interval,0.5s,
C2CEpidemic-0-20200622-22:36:53-4551,param,,,*.V[*].appl.beacon_Interval,1s,
C2CEpidemic-0-20200622-22:36:53-4551,param,,,*.V[*].appl.message_Lost,0.07,
C2CEpidemic-0-20200622-22:36:53-4551,param,,,*.playgroundSizeX,25000m,
C2CEpidemic-0-20200622-22:36:53-4551,param,,,*.playgroundSizeY,25000m,
C2CEpidemic-0-20200622-22:36:53-4551,param,,,*.playgroundSizeZ,50m,
C2CEpidemic-0-20200622-22:36:53-4551,param,,,*.annotations.draw,true,
C2CEpidemic-0-20200622-22:36:53-4551,param,,,*.obstacles.obstacles,"xmldoc(""sumo/config.xml"", ""//AnalogueModel[@type='SimpleObstacleShadowing']/obstacles"")",
